,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,Registered city,Price
3468,Toyota,Corolla,2010,Black,Nigerian Used,106350.0,2500.0,Registered,Imported,Lagos,3120000.0
3469,Toyota,Highlander,2006,Black,Foreign Used,304319.0,3300.0,Imported,Imported,,5200000.0
3470,Acura,TL,2010,Brown,Nigerian Used,234765.0,3500.0,Registered,Imported,LAGOS,3952000.0
3471,Toyota,Camry,2011,Gray,Foreign Used,171598.0,2400.0,Imported,Imported,,5200000.0
3472,Mercedes-Benz,R-Class,2008,Black,Nigerian Used,219750.0,3500.0,Registered,Imported,LAGOS,3360000.0
3473,Toyota,Venza,2010,Gray,Nigerian Used,143225.0,2700.0,Registered,Imported,LAGOS,7280000.0
3474,Toyota,Venza,2012,Gray,Nigerian Used,102010.0,3500.0,Registered,Imported,Lagos,6240000.0
3475,Toyota,Corolla,2008,Black,Nigerian Used,149671.0,1800.0,Registered,Imported,Lagos,3120000.0
3476,Toyota,Tundra,2007,Black,Nigerian Used,114995.0,5700.0,Registered,Imported,,7350000.0
3477,Mercedes-Benz,GL-Class,2013,Black,Nigerian Used,60665.0,4700.0,Registered,Registered,ABUJA,12480000.0
3478,Toyota,Corolla,2013,Silver,Nigerian Used,65736.0,1800.0,Registered,Registered,,5200000.0
3479,Toyota,Tundra,2008,Gray,Nigerian Used,51535.0,5700.0,Registered,Imported,ASABA,10400000.0
3480,Infiniti,QX60,2015,Black,Foreign Used,89332.0,3500.0,Imported,Imported,,16275000.0
3481,Toyota,Corolla,2016,Silver,Nigerian Used,58667.0,1800.0,Registered,Imported,,5932000.0
3482,Lexus,IS,2010,Black,Nigerian Used,124390.0,2500.0,Registered,Imported,ABUJA,3675000.0
3483,Toyota,Corolla,2008,Black,Nigerian Used,149671.0,1800.0,Registered,Imported,Lagos,3120000.0
3484,Toyota,Highlander,2006,Blue,Nigerian Used,169774.0,3500.0,Registered,Imported,Lagos,3120000.0
3485,Toyota,Hilux,2014,White,Nigerian Used,229329.0,2700.0,Registered,Registered,ABUJA,10400000.0
3486,Dodge,Journey,2015,Black,Foreign Used,201231.0,3500.0,Imported,Imported,,8925000.0
3487,Lexus,GS,2008,Black,Nigerian Used,130777.0,3500.0,Registered,Registered,Lagos,3150000.0
3488,Toyota,Camry,2007,Gold,Foreign Used,150381.0,2400.0,Imported,Imported,,4368000.0
3489,Mercedes-Benz,GLA 250,2015,Red,Foreign Used,47864.0,2000.0,Imported,Imported,,13650000.0
3490,Mercedes-Benz,R-Class,2008,Black,Nigerian Used,219750.0,3500.0,Registered,Imported,LAGOS,3360000.0
3491,Pontiac,Vibe,2006,Red,Nigerian Used,286972.0,1800.0,Registered,Registered,FCT,2912000.0
3492,Toyota,Camry,2009,Gray,Foreign Used,185458.0,2400.0,Imported,Imported,,3968000.0
3493,Toyota,Camry,2009,Black,Nigerian Used,143239.0,2500.0,Registered,Registered,Abuja,3432000.0
3494,Mercedes-Benz,C300,2011,Gray,Foreign Used,118154.0,3000.0,Imported,Imported,,6760000.0
3495,Toyota,Corolla,2009,Black,Nigerian Used,198153.0,2000.0,Registered,Imported,,3224000.0
3496,Lexus,GX,2007,Black,Nigerian Used,136944.0,4700.0,Registered,Registered,,5200000.0
3497,Toyota,Venza,2011,Black,Nigerian Used,100116.0,2700.0,Registered,Registered,,6760000.0
3498,Hyundai,Elantra,2013,Black,Nigerian Used,99999.0,1600.0,Registered,Registered,NASSARAWA,4680000.0
3499,Toyota,Tundra,2008,Gray,Nigerian Used,51535.0,5700.0,Registered,Imported,ASABA,10400000.0
3500,Toyota,Camry,2012,Silver,Foreign Used,86603.0,2500.0,Imported,Imported,,7280000.0
3501,Toyota,Camry,2016,Black,Nigerian Used,163998.0,2500.0,Registered,Registered,LAGOS,4935000.0
3502,Acura,TL,2010,Brown,Nigerian Used,234765.0,3500.0,Registered,Imported,LAGOS,3952000.0
3503,Ford,F-150,2007,Black,Foreign Used,220564.0,5800.0,Imported,Imported,,5250000.0
3504,Mercedes-Benz,M Class,2015,White,Nigerian Used,218502.0,350000.0,Registered,Registered,Abuja,14560000.0
3505,Toyota,Corolla,2013,Silver,Nigerian Used,150495.0,1800.0,Registered,Brand new,,5512000.0
3506,Toyota,Camry,2008,Black,Nigerian Used,169617.0,2400.0,Registered,Registered,Lagos,3432000.0
3507,Toyota,Camry,2010,Blue,Foreign Used,169873.0,2500.0,Imported,Imported,,4680000.0
3508,Toyota,Camry,2007,Gray,Nigerian Used,198522.0,2400.0,Registered,Registered,LAGOS,3120000.0
3509,Toyota,4-Runner,2007,Black,Nigerian Used,10024.0,4000.0,Registered,Registered,LAGOS,6448000.0
3510,Lexus,ES,2002,Gold,Nigerian Used,168217.0,3000.0,Registered,Imported,,3120000.0
3511,Toyota,RAV4,2008,Gray,Nigerian Used,99024.0,2400.0,Registered,Imported,LAGOS,3744000.0
3512,Toyota,Camry,2008,Black,Foreign Used,203579.0,2400.0,Imported,Imported,,3885000.0
3513,Lexus,GS,2008,Black,Foreign Used,149808.0,3400.0,Imported,Imported,,4830000.0
3514,Toyota,Camry,2015,Black,Nigerian Used,182585.0,1800.0,Registered,Registered,ABUJA,6760000.0
3515,Lexus,LX,2009,Black,Foreign Used,113334.0,4600.0,Imported,Imported,,6825000.0
3516,Dodge,Caravan,2011,Black,Foreign Used,135557.0,3600.0,Imported,Imported,,5775000.0
3517,Toyota,Corolla,2014,Silver,Nigerian Used,83532.0,1800.0,Registered,Imported,LAGOS,4935000.0
3518,Mercedes-Benz,M Class,2013,White,Nigerian Used,224238.0,3500.0,Registered,Imported,LAGOS,14560000.0
3519,Cadillac,SRX,2010,Black,Nigerian Used,287358.0,3000.0,Registered,Registered,LAGOS,6825000.0
3520,Lexus,RX,2007,Green,Nigerian Used,324544.0,3300.0,Registered,Imported,Lagos,3675000.0
3521,Toyota,RAV4,2011,Black,Foreign Used,113458.0,2500.0,Imported,Imported,,6864000.0
3522,Toyota,Corolla,2010,Black,Foreign Used,193453.0,1800.0,Imported,Imported,,4888000.0
3523,Hyundai,Santa Fe,2012,Black,Nigerian Used,126775.0,2400.0,Registered,Registered,LAGOS,3750000.0
3524,Toyota,Camry,2011,Gray,Nigerian Used,369053.0,2500.0,Registered,Imported,LAGOS,3224000.0
3525,Lexus,RX 350,2007,Silver,Nigerian Used,174212.0,3500.0,Registered,Registered,LAGOS,4680000.0
3526,Hyundai,Sonata,2011,Beige,Nigerian Used,142243.0,2400.0,Registered,Imported,,3432000.0
3527,Toyota,Highlander,2006,Gray,Nigerian Used,144937.0,3300.0,Registered,Registered,Lagos,3640000.0
3528,Ford,Edge,2016,Black,Nigerian Used,52184.0,3500.0,Registered,Brand new,Lagos,14560000.0
3529,Toyota,Camry,2009,Red,Nigerian Used,67847.0,2400.0,Registered,Registered,,3536000.0
3530,Toyota,Avalon,2006,Gray,Nigerian Used,146406.0,3500.0,Registered,Imported,Osun,3016000.0
3531,Toyota,Camry,2009,Silver,Nigerian Used,204250.0,2400.0,Registered,Registered,,3432000.0
3532,Toyota,Corolla,2014,Black,Nigerian Used,40948.0,1800.0,Registered,Registered,,4515000.0
3533,Lexus,RX 350,2011,Black,Foreign Used,317397.0,3500.0,Imported,Imported,,11440000.0
3534,Toyota,Tundra,2007,Black,Nigerian Used,114995.0,5700.0,Registered,Imported,,7350000.0
3535,Lexus,ES,2005,Silver,Foreign Used,165703.0,3300.0,Imported,Imported,,3832500.0
3536,Mercedes-Benz,C-Class,2014,Silver,Nigerian Used,80510.0,2000.0,Registered,Imported,LAGOS,8400000.0
3537,Hyundai,Santa Fe,2007,Blue,Foreign Used,169804.0,3300.0,Imported,Imported,,4368000.0
3538,Toyota,Fortuner,2013,Gold,Nigerian Used,100036.0,2700.0,Registered,Registered,,11025000.0
3539,Toyota,RAV4,2012,Black,Nigerian Used,72536.0,2700.0,Registered,Registered,,4410000.0
3540,Toyota,Corolla,2009,White,Foreign Used,74638.0,1800.0,Imported,Imported,,4992000.0
3541,Toyota,Tacoma,2006,Silver,Nigerian Used,136226.0,4000.0,Registered,Imported,Lagos,4725000.0
3542,Toyota,Land Cruiser Prado,2008,Silver,Nigerian Used,201444.0,2700.0,Registered,Brand new,LAGOS,5720000.0
3543,Toyota,RAV4,2008,Blue,Nigerian Used,112247.0,3500.0,Registered,Imported,Lagos,3640000.0
3544,Toyota,Camry,2009,Gray,Nigerian Used,302095.0,2400.0,Registered,Imported,LAGOS,3328000.0
3545,Acura,RDX,2016,White,Nigerian Used,5738.0,3500.0,Registered,Imported,Lagos,13650000.0
3546,Toyota,RAV4,2011,Red,Nigerian Used,101298.0,3000.0,Registered,Imported,Lagos,5200000.0
3547,Hyundai,Sonata,2013,Black,Nigerian Used,175889.0,2400.0,Registered,Imported,Abuja,3952000.0
3548,Toyota,Corolla,2010,Black,Foreign Used,111688.0,1800.0,Imported,Registered,,4200000.0
3549,Toyota,Camry,2008,Red,Nigerian Used,130518.0,350000.0,Registered,Registered,Abuja,3328000.0
3550,Mercedes-Benz,S-Class,2015,Black,Foreign Used,51589.0,5500.0,Imported,Imported,,62400000.0
3551,Mercedes-Benz,E350,2008,Gray,Nigerian Used,234925.0,3500.0,Registered,Imported,,3432000.0
3552,Toyota,Camry,2007,Blue,Nigerian Used,331340.0,2400.0,Registered,Imported,LAGOS,2730000.0
3553,Toyota,Corolla,2004,Gray,Foreign Used,189433.0,1800.0,Imported,Imported,,3640000.0
3554,Toyota,Camry,2012,Gray,Nigerian Used,119659.0,2500.0,Registered,Imported,,4515000.0
3555,Toyota,Corolla,2014,Brown,Nigerian Used,112632.0,1800.0,Registered,Imported,LAGOS,4725000.0
3556,Toyota,Corolla,2011,Black,Nigerian Used,160113.0,1800.0,Registered,Imported,,4160000.0
3557,Ford,Edge,2016,Black,Nigerian Used,52184.0,3500.0,Registered,Brand new,Lagos,14560000.0
3558,Toyota,Corolla,2009,White,Foreign Used,74638.0,1800.0,Imported,Imported,,4992000.0
3559,Acura,MDX,2010,Gray,Nigerian Used,292700.0,3700.0,Registered,Registered,LAGOS,3952000.0
3560,Hyundai,Santa Fe,2007,Blue,Foreign Used,169804.0,3300.0,Imported,Imported,,4368000.0
3561,Lexus,RX 350,2013,Black,Nigerian Used,129162.0,3500.0,Registered,Imported,LAGOS,8900000.0
3562,Toyota,Corolla,2010,Black,Foreign Used,111688.0,1800.0,Imported,Registered,,4200000.0
3563,Lexus,RX 350,2011,Black,Foreign Used,317397.0,3500.0,Imported,Imported,,11440000.0
3564,Toyota,Camry,2010,Silver,Nigerian Used,365720.0,2500.0,Registered,Imported,,3120000.0
3565,Acura,MDX,2007,Gray,Foreign Used,154581.0,3700.0,Imported,Imported,,4200000.0
3566,Toyota,4-Runner,2007,Black,Nigerian Used,10024.0,4000.0,Registered,Registered,LAGOS,6448000.0
3567,Toyota,Solara,2008,Black,Nigerian Used,148315.0,3300.0,Registered,Registered,ABUJA,4095000.0
3568,Mercedes-Benz,S-Class,2010,Black,Nigerian Used,42565.0,4000.0,Registered,Imported,,7245000.0
3569,Hyundai,Sonata,2013,Black,Nigerian Used,175889.0,2400.0,Registered,Imported,Abuja,3952000.0
3570,Toyota,Sienna,2006,Blue,Nigerian Used,330862.0,3300.0,Registered,Imported,ANAMBRA,3640000.0
3571,Mitsubishi,Pajero,2016,Black,Nigerian Used,55965.0,3200.0,Registered,Registered,LAGOS,12075000.0
3572,Toyota,Corolla,2014,Beige,Nigerian Used,96656.0,1800.0,Registered,Imported,,5512000.0
3573,Toyota,Camry,2013,Red,Nigerian Used,111980.0,2500.0,Registered,Imported,ABUJA,4688000.0
3574,Kia,Sorento,2013,Black,Nigerian Used,10538.0,3500.0,Registered,Brand new,,5775000.0
3575,Toyota,Camry,2009,Silver,Nigerian Used,125096.0,2400.0,Registered,Registered,LAGOS,3328000.0
3576,Lexus,RX 400h,2008,Silver,Nigerian Used,252542.0,3300.0,Registered,Imported,,4200000.0
3577,Lexus,GS,2006,Black,Nigerian Used,296887.0,3000.0,Registered,Imported,RIVERS,3224000.0
3578,Toyota,Highlander,2006,Silver,Nigerian Used,437832.0,3300.0,Registered,Registered,,3432000.0
3579,Toyota,Corolla,2007,Silver,Foreign Used,195981.0,1800.0,Imported,Imported,,3640000.0
3580,Mercedes-Benz,S-Class,2010,Black,Nigerian Used,42565.0,4000.0,Registered,Imported,,7245000.0
3581,Toyota,Solara,2008,Black,Nigerian Used,148315.0,3300.0,Registered,Registered,ABUJA,4095000.0
3582,Toyota,Corolla,2014,Brown,Nigerian Used,112632.0,1800.0,Registered,Imported,LAGOS,4725000.0
3583,Toyota,Camry,2007,Gray,Nigerian Used,161442.0,2400.0,Registered,Imported,Lagos,2625000.0
3584,Lexus,RX 350,2010,Black,Nigerian Used,93098.0,3500.0,Registered,Imported,,6300000.0
3585,Kia,Sedona,2008,Gold,Foreign Used,186935.0,3800.0,Imported,Imported,,5040000.0
3586,Toyota,Corolla,2013,Gray,Foreign Used,131523.0,1800.0,Imported,Imported,,5250000.0
3587,Toyota,Tundra,2012,Black,Nigerian Used,224520.0,5700.0,Registered,Imported,ABUJA,11550000.0
3588,Acura,MDX,2010,Gray,Nigerian Used,292700.0,3700.0,Registered,Registered,LAGOS,3952000.0
3589,Lexus,RX 350,2010,Silver,Foreign Used,209153.0,3500.0,Imported,Imported,,9187500.0
3590,Toyota,Corolla,2008,Black,Nigerian Used,238539.0,1800.0,Registered,Registered,LAGOS,3224000.0
3591,Kia,Sorento,2008,White,Foreign Used,121191.0,3500.0,Imported,Imported,,4200000.0
3592,Lexus,RX,2005,Silver,Foreign Used,171005.0,3300.0,Imported,Imported,,6240000.0
3593,Toyota,Tacoma,2002,Silver,Nigerian Used,314389.0,3400.0,Registered,Imported,Lagos,3150000.0
3594,Lexus,ES,2012,Gray,Nigerian Used,306873.0,3500.0,Registered,Registered,,4410000.0
3595,Toyota,Corolla,2005,Blue,Nigerian Used,175179.0,1800.0,Registered,Imported,,2600000.0
3596,Toyota,Corolla,2007,Blue,Foreign Used,162042.0,1800.0,Imported,Imported,,4160000.0
3597,Lexus,ES,2012,Black,Nigerian Used,50918.0,3500.0,Registered,Imported,Lagos,5200000.0
3598,Jeep,Wrangler,2008,White,Nigerian Used,91245.0,3800.0,Registered,Imported,Lagos,12600000.0
3599,Acura,MDX,2010,Black,Nigerian Used,,3700.0,Registered,Imported,BENIN,3150000.0
3600,Toyota,Corolla,2007,Gray,Nigerian Used,93398.0,1800.0,Registered,Imported,,3640000.0
3601,Lexus,GS,2010,Blue,Foreign Used,157948.0,3500.0,Imported,Imported,,5250000.0
3602,Toyota,Camry,2014,Black,Foreign Used,111375.0,2500.0,Imported,Imported,,5250000.0
3603,Toyota,Corolla,2007,Blue,Foreign Used,162042.0,1800.0,Imported,Imported,,4160000.0
3604,Lexus,RX 350,2010,Silver,Foreign Used,209153.0,3500.0,Imported,Imported,,9187500.0
3605,Pontiac,Solstice,2007,Blue,Foreign Used,,2400.0,Imported,Imported,,3150000.0
3606,Mitsubishi,Pajero,2016,Black,Nigerian Used,55965.0,3200.0,Registered,Registered,LAGOS,12075000.0
3607,Jeep,Wrangler,2008,White,Nigerian Used,91245.0,3800.0,Registered,Imported,Lagos,12600000.0
3608,Honda,Accord,2014,Black,Nigerian Used,165421.0,,Registered,Registered,Abuja,5720000.0
3609,Honda,Pilot,2011,Black,Nigerian Used,173864.0,3500.0,Registered,Registered,LAGOS,4368000.0
3610,Lexus,RX,2005,Silver,Foreign Used,171005.0,3300.0,Imported,Imported,,6240000.0
3611,Kia,Sedona,2008,Gold,Foreign Used,186935.0,3800.0,Imported,Imported,,5040000.0
3612,Toyota,Camry,2011,Gray,Nigerian Used,101140.0,2400.0,Registered,Imported,LAGOS,3432000.0
3613,Ford,Escape,2013,Green,Nigerian Used,122398.0,2000.0,Registered,Registered,,5720000.0
3614,Lexus,RX 350,2010,Black,Nigerian Used,299715.0,3500.0,Registered,Registered,LAGOS,9360000.0
3615,Toyota,Corolla,2013,Gray,Foreign Used,131523.0,1800.0,Imported,Imported,,5250000.0
3616,Kia,Sorento,2014,Silver,Foreign Used,133996.0,2400.0,Imported,Imported,,5565000.0
3617,Mercedes-Benz,GLK-Class,2010,Gold,Nigerian Used,209938.0,3500.0,Registered,Registered,Abuja,7800000.0
3618,Toyota,Highlander,2003,Gold,Nigerian Used,189765.0,3500.0,Registered,Registered,,3120000.0
3619,Toyota,Corolla,2010,Silver,Nigerian Used,153552.0,1800.0,Registered,Imported,ABUJA,3952000.0
3620,Toyota,Corolla,2005,Blue,Nigerian Used,175179.0,1800.0,Registered,Imported,,2600000.0
3621,Mercedes-Benz,M Class,2009,Black,Nigerian Used,291934.0,3500.0,Registered,Imported,FKJ-880HM,6032000.0
3622,Lexus,RX 350,2010,Red,Nigerian Used,165222.0,3500.0,Registered,Imported,,9880000.0
3623,Lexus,ES,2012,Black,Nigerian Used,50918.0,3500.0,Registered,Imported,Lagos,5200000.0
3624,Lexus,RX 350,2007,White,Nigerian Used,189324.0,3500.0,Registered,Registered,,4160000.0
3625,Toyota,Tacoma,2005,Gold,Nigerian Used,250649.0,4700.0,Registered,Imported,LAGOS,3150000.0
3626,Lexus,GX,2006,Silver,Nigerian Used,63403.0,4700.0,Registered,Imported,ABUJA,5240000.0
3627,Toyota,Corolla,2009,Gray,Nigerian Used,170240.0,1800.0,Registered,Registered,Lagos,3640000.0
3628,Toyota,Corolla,2009,Black,Nigerian Used,448614.0,1800.0,Registered,Brand new,,3675000.0
3629,Hyundai,Elantra,2013,Black,Nigerian Used,116179.0,1800.0,Registered,Imported,Abuja,3328000.0
3630,Lexus,GS,2010,Blue,Foreign Used,157948.0,3500.0,Imported,Imported,,5250000.0
3631,Toyota,Corolla,2009,Gray,Nigerian Used,170240.0,1800.0,Registered,Registered,Lagos,3640000.0
3632,Toyota,Venza,2010,Gray,Foreign Used,1450251.0,3500.0,Imported,Imported,,7875000.0
3633,Toyota,Corolla,2008,Gray,Nigerian Used,63008.0,1800.0,Registered,Registered,LAGOS,2625000.0
3634,Toyota,Camry,2007,Silver,Nigerian Used,279804.0,2400.0,Registered,Registered,,2808000.0
3635,Lexus,RX 350,2007,White,Nigerian Used,189324.0,3500.0,Registered,Registered,,4160000.0
3636,Lexus,RX 350,2010,Black,Nigerian Used,299715.0,3500.0,Registered,Registered,LAGOS,9360000.0
3637,Lexus,ES,2011,Silver,Foreign Used,143371.0,3500.0,Imported,Imported,,6300000.0
3638,Ford,Edge,2008,Silver,Foreign Used,354304.0,3500.0,Imported,Imported,,4472000.0
3639,Lexus,ES,2009,Red,Nigerian Used,185077.0,3500.0,Registered,Imported,Lagos,4680000.0
3640,Lexus,RX 350,2010,Red,Nigerian Used,165222.0,3500.0,Registered,Imported,,9880000.0
3641,Toyota,Corolla,2004,Red,Nigerian Used,113880.0,1800.0,Registered,Imported,,2912000.0
3642,Toyota,Avalon,2007,Gold,Nigerian Used,397260.0,3500.0,Registered,Imported,,2600000.0
3643,Toyota,Venza,2014,Black,Nigerian Used,59847.0,3500.0,Registered,Registered,,6300000.0
3644,Toyota,Camry,2010,Gold,Foreign Used,272164.0,2500.0,Imported,Imported,,4680000.0
3645,Toyota,Prius,2012,Gray,Nigerian Used,116279.0,1800.0,Registered,Imported,LAGOS,3150000.0
3646,Acura,TL,2010,Black,Nigerian Used,815447.0,3500.0,Registered,Registered,,3640000.0
3647,Honda,Accord,2015,Silver,Foreign Used,63421.0,,Imported,Imported,,6825000.0
3648,Toyota,Corolla,2007,Silver,Foreign Used,195981.0,1800.0,Imported,Imported,,3640000.0
3649,Toyota,Camry,2007,Silver,Nigerian Used,279804.0,2400.0,Registered,Registered,,2808000.0
3650,Mercedes-Benz,M Class,2012,Brown,Nigerian Used,113798.0,4800.0,Registered,Registered,Lagos,8400000.0
3651,Ford,Ranger,2004,Blue,Nigerian Used,433031.0,4000.0,Registered,Registered,LAGOS,2835000.0
3652,Toyota,Venza,2014,Black,Nigerian Used,59847.0,3500.0,Registered,Registered,,6300000.0
3653,Toyota,Camry,2010,Black,Foreign Used,161987.0,2500.0,Imported,Imported,,4576000.0
3654,Hyundai,Elantra,2013,Gray,Nigerian Used,83344.0,1800.0,Registered,Brand new,LAGOS,3952000.0
3655,Pontiac,Vibe,2010,Black,Foreign Used,120596.0,1800.0,Imported,Imported,,4368000.0
3656,Toyota,Corolla,2009,Blue,Nigerian Used,80748.0,1800.0,Registered,Registered,Lagos,3276000.0
3657,Mercedes-Benz,E350,2011,White,Nigerian Used,,3500.0,Registered,Registered,AKWA IBOM,4505000.0
3658,Lexus,ES,2011,Silver,Foreign Used,143371.0,3500.0,Imported,Imported,,6300000.0
3659,Mercedes-Benz,S-Class,2010,Black,Foreign Used,261129.0,5500.0,Imported,Imported,,13125000.0
3660,Mini,Cooper,2007,Silver,Nigerian Used,102849.0,1600.0,Registered,Imported,Lagos,2625000.0
3661,Honda,Accord,2016,Silver,Nigerian Used,133079.0,2400.0,Registered,Imported,,6656000.0
3662,Toyota,Venza,2010,Gray,Foreign Used,1450251.0,3500.0,Imported,Imported,,7875000.0
3663,Toyota,Camry,2012,Black,Nigerian Used,148262.0,2500.0,Registered,Registered,,4515000.0
3664,Toyota,Corolla,2011,Blue,Foreign Used,80190.0,1800.0,Imported,Imported,,4888000.0
3665,Toyota,Corolla,2005,Silver,Foreign Used,452845.0,1800.0,Imported,Imported,,3640000.0
3666,Toyota,Highlander,2008,Blue,Nigerian Used,151646.0,3500.0,Registered,Imported,LAGOS,5000000.0
3667,Acura,MDX,2007,Gray,Nigerian Used,161334.0,3700.0,Registered,Registered,Lagos,2730000.0
3668,Toyota,Corolla,2009,Blue,Nigerian Used,226059.0,1800.0,Registered,Imported,Lagos,2730000.0
3669,Toyota,RAV4,2012,Silver,Nigerian Used,194033.0,3500.0,Registered,Imported,BENIN,4680000.0
3670,Toyota,Sequoia,2002,Gray,Nigerian Used,101250.0,4700.0,Registered,Registered,,1260000.0
3671,Lexus,RX 350,2016,Black,Nigerian Used,65904.0,3000.0,Registered,Imported,Rivers,17850000.0
3672,Toyota,Camry,2008,Blue,Foreign Used,172431.0,2500.0,Imported,Imported,,4680000.0
3673,Ford,Mustang,2007,Gray,Nigerian Used,209182.0,4000.0,Registered,Imported,Rivers,3045000.0
3674,Lexus,RX 330,2005,Black,Foreign Used,359170.0,3300.0,Imported,Imported,,5985000.0
3675,Toyota,Highlander,2008,Blue,Nigerian Used,151646.0,3500.0,Registered,Imported,LAGOS,5000000.0
3676,Mercedes-Benz,E350,2011,White,Nigerian Used,,3500.0,Registered,Registered,AKWA IBOM,4505000.0
3677,Toyota,Tacoma,2005,Gold,Nigerian Used,250649.0,4700.0,Registered,Imported,LAGOS,3150000.0
3678,Toyota,Corolla,2009,Blue,Nigerian Used,226059.0,1800.0,Registered,Imported,Lagos,2730000.0
3679,Honda,Accord,2016,Silver,Nigerian Used,133079.0,2400.0,Registered,Imported,,6656000.0
3680,Toyota,Highlander,2003,Green,Nigerian Used,193170.0,3300.0,Registered,Imported,ABUJA,2912000.0
3681,Toyota,Corolla,2007,Blue,Nigerian Used,317569.0,1800.0,Registered,Registered,Lagos,2496000.0
3682,Toyota,Camry,2012,Black,Foreign Used,292053.0,2500.0,Imported,Imported,,7280000.0
3683,Toyota,Corolla,2005,Silver,Foreign Used,452845.0,1800.0,Imported,Imported,,3640000.0
3684,Toyota,Corolla,2010,Red,Nigerian Used,170011.0,1800.0,Registered,Registered,Lagos,3640000.0
3685,Lexus,RX 350,2016,Black,Nigerian Used,65904.0,3000.0,Registered,Imported,Rivers,17850000.0
3686,Lexus,ES,2008,White,Nigerian Used,227475.0,3500.0,Registered,Registered,Lagos,3744000.0
3687,Kia,Mohave,2013,Black,Nigerian Used,181404.0,3500.0,Registered,Registered,Lagos,4200000.0
3688,Mercedes-Benz,GLK-Class,2011,Black,Foreign Used,138800.0,3500.0,Imported,Imported,,9048000.0
3689,Acura,MDX,2007,Gray,Nigerian Used,161334.0,3700.0,Registered,Registered,Lagos,2730000.0
3690,Mercedes-Benz,M Class,2012,Brown,Nigerian Used,113798.0,4800.0,Registered,Registered,Lagos,8400000.0
3691,Dodge,Caliber,2007,Gray,Nigerian Used,202688.0,2000.0,Registered,Registered,Lagos,2080000.0
3692,Toyota,Sienna,2004,Silver,Nigerian Used,362622.0,3300.0,Registered,Imported,LAGOS,3328000.0
3693,Toyota,Camry,2012,Red,Foreign Used,332677.0,2800.0,Imported,Imported,,6825000.0
3694,Lexus,RX 350,2008,Brown,Nigerian Used,117146.0,3500.0,Registered,Imported,Lagos,6760000.0
